Price,Area,Location,city
4200000,790,Koproli,Mumbai
4150000,810,Koproli,Mumbai
4150000,810,Koproli,Mumbai
11500000,850,Koproli,Mumbai
2700000,942,Khar West,Mumbai
7500000,870,Koproli,Mumbai
6500000,990,Koproli,Mumbai
4000000,990,Koproli,Mumbai
10000000,1240,Ulwe,Mumbai
9499000,400,Ulwe,Mumbai
13000000,950,Kharghar,Mumbai
14000000,650,Kharghar,Mumbai
18000000,310,Malad West,Mumbai
22500000,1335,Ulwe,Mumbai
6100000,580,Borivali West,Mumbai
15100000,685,Kandivali West,Mumbai
12500000,850,Kandivali West,Mumbai
16500000,780,Kandivali West,Mumbai
15100000,980,Borivali West,Mumbai
12500000,1035,Karanjade,Mumbai
12500000,1238,Ghatkopar West,Mumbai
16500000,1238,Ghatkopar West,Mumbai
14800000,1350,Ghatkopar West,Mumbai
8200000,1238,Ghatkopar West,Mumbai
27000000,1238,Ghatkopar West,Mumbai
11000000,1238,Ghatkopar West,Mumbai
9300000,1350,Ghatkopar West,Mumbai
14000000,1200,Ghansoli,Mumbai
19000000,900,Ghansoli,Mumbai
13500000,1815,Malad West,Mumbai
13500000,825,Chembur,Mumbai
14000000,1050,Kharghar,Mumbai
4600000,580,Ville Parle East,Mumbai
4400000,1150,Kanjurmarg,Mumbai
2400000,1056,Seawoods,Mumbai
13500000,1056,Seawoods,Mumbai
15500000,1055,Seawoods,Mumbai
23700000,640,Dombivli (West),Mumbai
5999000,600,Dombivli (West),Mumbai
4299000,575,Nala Sopara,Mumbai
5999000,1190,Kharghar,Mumbai
5999000,1150,Kharghar,Mumbai
5990000,1001,Mulund West,Mumbai
5990000,645,Thane West,Mumbai
4199000,615,Thane West,Mumbai
3200000,905,Thane West,Mumbai
19500000,902,Thane West,Mumbai
16500000,902,Thane West,Mumbai
18000000,902,Thane West,Mumbai
16500000,625,Thane West,Mumbai
11500000,950,Kewale,Mumbai
9500000,1600,Kharghar,Mumbai
4349000,650,Mulund West,Mumbai
3200000,850,Mulund West,Mumbai
4800000,850,Mulund West,Mumbai
4200000,1450,Ulwe,Mumbai
4500000,1100,Ulwe,Mumbai
2100000,870,Koproli,Mumbai
4600000,890,Kewale,Mumbai
4000000,1600,Panvel,Mumbai
4000000,870,Koproli,Mumbai
4300000,870,Kewale,Mumbai
2600000,590,Koproli,Mumbai
25000000,850,Koproli,Mumbai
11500000,490,Panvel,Mumbai
17000000,490,Panvel,Mumbai
8500000,530,Panvel,Mumbai
12500000,400,Ulwe,Mumbai
14000000,650,Kharghar,Mumbai
25000000,1750,Kandivali East,Mumbai
14000000,1075,Koper Khairane,Mumbai
18500000,1200,Ghansoli,Mumbai
21000000,700,Ghansoli,Mumbai
12000000,802,Andheri East,Mumbai
36500000,652,Andheri East,Mumbai
12400000,1350,Andheri East,Mumbai
17900000,650,Andheri East,Mumbai
15000000,1020,Andheri East,Mumbai
17700000,1050,Andheri East,Mumbai
12100000,864,Andheri East,Mumbai
13000000,1950,Andheri East,Mumbai
13000000,650,Andheri East,Mumbai
11500000,1100,Andheri East,Mumbai
15800000,1395,Wadala,Mumbai
11000000,984,Thane West,Mumbai
16600000,676,Thane West,Mumbai
15500000,725,Thane West,Mumbai
14900000,725,Thane West,Mumbai
14800000,641,Thane West,Mumbai
15700000,880,Thane West,Mumbai
15500000,616,Thane West,Mumbai
13500000,981,Thane West,Mumbai
20000000,915,Thane West,Mumbai
12900000,883,Thane West,Mumbai
9000000,879,Thane West,Mumbai
16000000,928,Thane West,Mumbai
7600000,919,Thane West,Mumbai
7600000,800,Thane West,Mumbai
5500000,1012,Thane West,Mumbai
5500000,766,Thane West,Mumbai
6190000,535,Kandivali East,Mumbai
7800000,1200,Chembur,Mumbai
58500000,975,Mira Road East,Mumbai
7400000,975,Mira Road East,Mumbai
40300000,565,Kalwa,Mumbai
13000000,565,Kalwa,Mumbai
35000000,756,Mira Road East,Mumbai
6500000,700,Malad West,Mumbai
13000000,2500,Powai,Mumbai
3188000,880,Panvel,Mumbai
15100000,1750,Powai,Mumbai
30000000,1075,Koper Khairane,Mumbai
30000000,960,Santacruz West,Mumbai
11000000,1100,Beturkar Pada,Mumbai
28500000,1150,Thane West,Mumbai
27500000,797,Ambernath West,Mumbai
30000000,957,Thane West,Mumbai
2300000,3500,Kharghar,Mumbai
2300000,3500,Kharghar,Mumbai
8900000,1545,Kalyan West,Mumbai
2000000,3500,Kharghar,Mumbai
2800000,840,vile parle west,Mumbai
7150000,1195,Andheri West,Mumbai
2600000,640,Virar,Mumbai
2600000,640,Virar,Mumbai
7000000,1017,Mira Road East,Mumbai
7200000,525,Nala Sopara,Mumbai
4250000,555,Dronagiri,Mumbai
39000000,1060,Kalyan East,Mumbai
18200000,530,Dronagiri,Mumbai
2300000,385,Syndicate,Mumbai
11000000,1060,Kalyan East,Mumbai
3800000,1060,Kalyan East,Mumbai
3800000,640,Kamothe,Mumbai
4000000,1340,Powai,Mumbai
3400000,970,Powai,Mumbai
3300000,350,Kalyan West,Mumbai
3200000,580,Borivali West,Mumbai
3500000,300,Andheri East,Mumbai
4700000,300,Andheri East,Mumbai
4600000,300,Andheri East,Mumbai
4500000,550,Koproli,Mumbai
4500000,550,Koproli,Mumbai
12000000,550,Koproli,Mumbai
12000000,550,Koproli,Mumbai
4275000,650,Koproli,Mumbai
4250000,650,Koproli,Mumbai
4200000,650,Koproli,Mumbai
17500000,650,Koproli,Mumbai
12000000,750,Vikroli East,Mumbai
18000000,750,Vikroli East,Mumbai
18000000,660,Kamothe,Mumbai
17000000,650,Kamothe,Mumbai
25000000,640,Kamothe,Mumbai
91800000,1300,Dahisar,Mumbai
91800000,900,Santacruz East,Mumbai
3061000,1000,Vashi,Mumbai
2116000,1000,Vashi,Mumbai
2063000,900,Borivali West,Mumbai
2929000,1250,Borivali West,Mumbai
2750000,2600,Nerul,Mumbai
3900000,2600,Nerul,Mumbai
3100000,972,Badlapur East,Mumbai
8500000,672,Badlapur East,Mumbai
22000000,655,Badlapur East,Mumbai
13000000,930,Badlapur East,Mumbai
5690000,700,Kalyan West,Mumbai
8413000,650,Kalyan West,Mumbai
4200000,400,Goregaon East,Mumbai
5599000,450,Thane West,Mumbai
5200000,1000,Borivali West,Mumbai
3250000,510,Parel,Mumbai
7998999,769,Mira Road East,Mumbai
3200000,1137,Mira Road East,Mumbai
3150000,555,Kalyan West,Mumbai
3300000,950,Kalyan West,Mumbai
6000000,950,Kalyan West,Mumbai
4699000,600,Kalyan West,Mumbai
5299000,1060,Kalyan West,Mumbai
10100000,600,Kalyan West,Mumbai
7998999,585,Kalyan West,Mumbai
3300000,600,Kalyan West,Mumbai
3999000,982,Kalyan West,Mumbai
4999000,710,Gandhar Nagar,Mumbai
4499000,860,Kalyan West,Mumbai
4099000,1431,Kalyan West,Mumbai
3699000,1080,Kalyan West,Mumbai
4200000,607,Kalyan West,Mumbai
4500000,688,Kalyan West,Mumbai
3800000,768,Kalyan West,Mumbai
3250000,810,Kalyan West,Mumbai
4100000,565,Kalyan West,Mumbai
4100000,650,Kalyan West,Mumbai
6300000,650,Kalyan West,Mumbai
4999000,810,Kalyan West,Mumbai
3250000,650,Kalyan West,Mumbai
4500000,600,Kalyan West,Mumbai
5500000,650,Kalyan West,Mumbai
9200000,650,Kalyan West,Mumbai
9700000,964,Kalyan West,Mumbai
9700000,750,Kalyan West,Mumbai
3500000,600,Kalyan West,Mumbai
13000000,1000,Kalyan West,Mumbai
4000000,966,Kalyan West,Mumbai
7500000,600,Chembur,Mumbai
7500000,1150,Ulwe,Mumbai
3800000,1150,Ulwe,Mumbai
4800000,687,Ulwe,Mumbai
10800000,880,Jogeshwari West,Mumbai
5600000,679,Ulwe,Mumbai
8750000,1155,Ulwe,Mumbai
4700000,1055,Ulwe,Mumbai
5600000,667,Ulwe,Mumbai
5700000,687,Ulwe,Mumbai
46500000,1026,Dahisar East,Mumbai
7200000,540,Mira Road East,Mumbai
4800000,792,Dahisar East,Mumbai
16000000,500,Mira Road East,Mumbai
16000000,560,Mira Road East,Mumbai
4500000,540,Mira Road East,Mumbai
12000000,1250,Andheri West,Mumbai
2000000,650,Thane West,Mumbai
7800000,550,Thane West,Mumbai
7800000,970,Powai,Mumbai
7500000,1150,Chembur,Mumbai
4600000,650,Taloja,Mumbai
2100000,1375,Kharghar,Mumbai
13899999,590,Nala Sopara,Mumbai
13000000,1103,Kamothe,Mumbai
16200000,1103,Kamothe,Mumbai
12500000,1155,Ulwe,Mumbai
7800000,685,Ulwe,Mumbai
8900000,582,Nala Sopara,Mumbai
8300000,1200,Marol,Mumbai
22500000,1350,Ulwe,Mumbai
34500000,810,Powai,Mumbai
7000000,680,Kandivali West,Mumbai
12500000,960,Mira Road East,Mumbai
18000000,750,Thane West,Mumbai
25000000,750,Thane West,Mumbai
25000000,1655,Kandivali East,Mumbai
17000000,2465,Kandivali East,Mumbai
10000000,750,Panvel,Mumbai
3488000,765,Kandivali East,Mumbai
20000000,1120,Kandivali East,Mumbai
12000000,1750,Kandivali East,Mumbai
11500000,1313,Powai,Mumbai
3000000,1400,Sanpada,Mumbai
19000000,1234,Kharghar,Mumbai
3100000,660,Virar West,Mumbai
8192000,925,Borivali West,Mumbai
5401000,525,Borivali West,Mumbai
6798999,575,Borivali West,Mumbai
4801000,450,Dombivli (West),Mumbai
120000000,1600,Kharghar,Mumbai
6200000,400,Goregaon East,Mumbai
3200000,703,Thane West,Mumbai
15500000,461,Thane West,Mumbai
37500000,577,Thane West,Mumbai
21000000,416,Thane West,Mumbai
55000000,3000,Shastri Nagar,Mumbai
8900000,700,Ulwe,Mumbai
5300000,620,Karanjade,Mumbai
4500000,1515,Kharghar,Mumbai
8800000,1750,Kharghar,Mumbai
9700000,1900,Kharghar,Mumbai
16399999,2000,Bandra East,Mumbai
8200000,1100,Ulwe,Mumbai
39600000,325,Borivali West,Mumbai
26800000,325,Byculla,Mumbai
11900000,1050,Mira Road East,Mumbai
20299999,560,Borivali West,Mumbai
13700000,808,Thane West,Mumbai
15500000,450,Thane West,Mumbai
19500000,1753,Thane West,Mumbai
13000000,1324,Thane West,Mumbai
16399999,598,Thane West,Mumbai
8200000,991,Thane West,Mumbai
39600000,663,Thane West,Mumbai
26800000,761,Thane West,Mumbai
11900000,944,Thane West,Mumbai
20299999,632,Thane West,Mumbai
13700000,808,Thane West,Mumbai
15500000,450,Thane West,Mumbai
19500000,1753,Thane West,Mumbai
13000000,1324,Thane West,Mumbai
11500000,598,Thane West,Mumbai
12100000,991,Thane West,Mumbai
11000000,663,Thane West,Mumbai
17700000,761,Thane West,Mumbai
13000000,944,Thane West,Mumbai
12100000,632,Thane West,Mumbai
15800000,641,Thane West,Mumbai
8995000,676,Thane West,Mumbai
8978000,616,Thane West,Mumbai
10600000,984,Thane West,Mumbai
11500000,725,Thane West,Mumbai
5950000,676,Thane West,Mumbai
6320000,880,Thane West,Mumbai
6220000,630,Mira Road East,Mumbai
8000000,629,Mira Road East,Mumbai
2057000,720,Mira Road East,Mumbai
3722999,789,Mira Road East,Mumbai
6320000,769,Mira Road East,Mumbai
6220000,365,Mira Road East,Mumbai
8000000,349,Mira Road East,Mumbai
6320000,534,Mira Road East,Mumbai
7020000,605,Boisar,Mumbai
9370000,1095,Boisar,Mumbai
6450000,365,Mira Road East,Mumbai
9550000,349,Mira Road East,Mumbai
8200000,534,Mira Road East,Mumbai
7400000,384,Mira Road East,Mumbai
9550000,426,Mira Road East,Mumbai
8200000,583,Mira Road East,Mumbai
9990000,455,Mira Road East,Mumbai
9650000,633,Mira Road East,Mumbai
14500000,539,Mira Road East,Mumbai
17600000,505,Mira Road East,Mumbai
14000000,693,Mira Road East,Mumbai
12600000,538,Mira Road East,Mumbai
10000000,981,Mira Road East,Mumbai
15700000,645,Mira Road East,Mumbai
12500000,649,Chembur,Mumbai
3988000,783,Chembur,Mumbai
3308000,623,Chembur,Mumbai
3661000,561,Chembur,Mumbai
2057000,447,Chembur,Mumbai
3722999,699,Chembur,Mumbai
11500000,557,Chembur,Mumbai
6152000,1108,Boisar,Mumbai
3459000,973,Boisar,Mumbai
4371000,1077,Boisar,Mumbai
3574000,605,Boisar,Mumbai
4584000,1095,Boisar,Mumbai
3326000,1386,Mira Road East,Mumbai
6694000,769,Mira Road East,Mumbai
6663000,362,Virar,Mumbai
13400000,510,Virar,Mumbai
9774000,374,Virar,Mumbai
13200000,535,Virar,Mumbai
9550000,348,Virar,Mumbai
8200000,400,Mira Road East,Mumbai
9990000,398,Mira Road East,Mumbai
9650000,783,Mira Road East,Mumbai
14500000,571,Mira Road East,Mumbai
17600000,773,Mira Road East,Mumbai
14000000,693,Mira Road East,Mumbai
12600000,538,Mira Road East,Mumbai
12900000,981,Mira Road East,Mumbai
16800000,645,Mira Road East,Mumbai
16399999,649,Chembur,Mumbai
19400000,783,Chembur,Mumbai
12300000,623,Chembur,Mumbai
10000000,561,Chembur,Mumbai
15700000,576,Chembur,Mumbai
12500000,751,Chembur,Mumbai
3459000,731,Chembur,Mumbai
4371000,863,Chembur,Mumbai
3574000,547,Chembur,Mumbai
4584000,447,Chembur,Mumbai
3326000,699,Chembur,Mumbai
11500000,557,Chembur,Mumbai
6152000,362,Virar,Mumbai
3300000,510,Virar,Mumbai
6500000,374,Virar,Mumbai
2300000,535,Virar,Mumbai
5600000,348,Virar,Mumbai
2200000,1386,Mira Road East,Mumbai
6800000,769,Mira Road East,Mumbai
2200000,637,Dombivali,Mumbai
10000000,550,Thane West,Mumbai
10000000,400,Naigaon East,Mumbai
2200000,600,Dahisar,Mumbai
2200000,620,Nala Sopara,Mumbai
10500000,605,Kharghar,Mumbai
14600000,585,Nala Sopara,Mumbai
3000000,1120,Kharghar,Mumbai
33500000,1120,Kharghar,Mumbai
33500000,585,Nala Sopara,Mumbai
8500000,550,Nala Sopara,Mumbai
12000000,1140,Ulwe,Mumbai
12000000,850,Thane West,Mumbai
39900000,830,Nala Sopara,Mumbai
9300000,912,Andheri West,Mumbai
13799999,2040,Seawoods,Mumbai
12000000,1050,Kharghar,Mumbai
11000000,1150,Ulwe,Mumbai
6500000,1150,Ulwe,Mumbai
25000000,2500,Borivali East,Mumbai
24000000,600,Malad West,Mumbai
4200000,1000,Malad West,Mumbai
3400000,1580,Ulwe,Mumbai
5900000,1650,Ulwe,Mumbai
5900000,735,Ulwe,Mumbai
14800000,1850,Belapur,Mumbai
22500000,660,Andheri West,Mumbai
50000000,455,Dombivali,Mumbai
46000000,580,Panvel,Mumbai
80000000,950,Panvel,Mumbai
29700000,950,Panvel,Mumbai
40000000,1460,Mira Road East,Mumbai
17500000,1050,Andheri West,Mumbai
6500000,2300,Andheri West,Mumbai
6500000,2580,Thane West,Mumbai
65000000,2590,Andheri West,Mumbai
2700000,2015,Thane West,Mumbai
2600000,1295,Andheri West,Mumbai
9500000,1075,Kandivali West,Mumbai
3400000,670,Ghansoli,Mumbai
20700000,385,Mulund East,Mumbai
10500000,2200,Bandra West,Mumbai
10500000,610,Koproli,Mumbai
2500000,610,Koproli,Mumbai
3100000,575,Mulund East,Mumbai
40000000,610,Koproli,Mumbai
4200000,1450,Mulund East,Mumbai
3400000,956,Thane West,Mumbai
3300000,956,Thane West,Mumbai
3200000,590,Koproli,Mumbai
4200000,600,Koproli,Mumbai
3200000,950,Juhu,Mumbai
11500000,1100,Koproli,Mumbai
18000000,590,Koproli,Mumbai
23500000,590,Koproli,Mumbai
4260000,630,Koproli,Mumbai
4600000,700,Koproli,Mumbai
4500000,460,Koproli,Mumbai
4800000,720,Andheri East,Mumbai
7500000,900,Andheri East,Mumbai
7500000,1035,Kandivali West,Mumbai
5350000,695,Padle Gaon,Mumbai
19500000,670,Koproli,Mumbai
25000000,690,Koproli,Mumbai
47500000,670,Koproli,Mumbai
4200000,650,Thane West,Mumbai
10200000,650,Thane West,Mumbai
5099000,610,Mira Road East,Mumbai
7298999,1800,Koper Khairane,Mumbai
6000000,1800,Vashi,Mumbai
7800000,2050,Vashi,Mumbai
9800000,544,Goregaon East,Mumbai
6320000,786,Mira Road East,Mumbai
6450000,384,Mira Road East,Mumbai
9500000,538,Mira Road East,Mumbai
7600000,349,Mira Road East,Mumbai
9600000,534,Mira Road East,Mumbai
8500000,786,Mira Road East,Mumbai
8200000,384,Mira Road East,Mumbai
7700000,426,Mira Road East,Mumbai
6100000,583,Mira Road East,Mumbai
6500000,455,Mira Road East,Mumbai
7900000,633,Mira Road East,Mumbai
8300000,1098,Mira Road East,Mumbai
12000000,539,Mira Road East,Mumbai
9700000,505,Mira Road East,Mumbai
12800000,365,Mira Road East,Mumbai
21000000,693,Mira Road East,Mumbai
13799999,538,Mira Road East,Mumbai
13000000,981,Mira Road East,Mumbai
15500000,1386,Mira Road East,Mumbai
14000000,645,Mira Road East,Mumbai
15800000,687,Thane West,Mumbai
22000000,1153,Thane West,Mumbai
13000000,746,Thane West,Mumbai
7700000,713,Thane West,Mumbai
8600000,828,Thane West,Mumbai
5500000,811,Thane West,Mumbai
5500000,848,Thane West,Mumbai
8500000,1234,Thane West,Mumbai
12800000,698,Thane West,Mumbai
13200000,1010,Kamothe,Mumbai
9400000,1177,Kamothe,Mumbai
10000000,700,Ulwe,Mumbai
8400000,700,Ulwe,Mumbai
18000000,950,Koper Khairane,Mumbai
26000000,750,Thane West,Mumbai
22500000,1548,Ulwe,Mumbai
92400000,1250,Ulwe,Mumbai
113400000,1180,Ulwe,Mumbai
139500000,952,Airoli,Mumbai
85000000,610,matunga east,Mumbai
12000000,1200,Andheri West,Mumbai
12000000,1040,Andheri West,Mumbai
27000000,3080,Andheri West,Mumbai
35000000,3780,Andheri West,Mumbai
70000000,4650,Andheri West,Mumbai
23000000,2100,Ville Parle East,Mumbai
16000000,550,Santacruz East,Mumbai
5950000,550,Santacruz East,Mumbai
8000000,1281,Seawoods,Mumbai
22500000,1650,Seawoods,Mumbai
7500000,4250,Seawoods,Mumbai
16200000,1850,Seawoods,Mumbai
16800000,1054,Kanjurmarg,Mumbai
8400000,540,Thane West,Mumbai
8400000,600,Thane West,Mumbai
9500000,1281,Seawoods,Mumbai
9200000,528,Koper Khairane,Mumbai
11500000,1057,Andheri West,Mumbai
12500000,830,Goregaon West,Mumbai
10200000,950,Panvel,Mumbai
7500000,950,Panvel,Mumbai
14000000,1200,Panvel,Mumbai
9000000,1150,Panvel,Mumbai
25800000,1026,Dahisar East,Mumbai
13000000,989,Koper Khairane,Mumbai
13000000,927,Dahisar East,Mumbai
23000000,385,Malad East,Mumbai
23500000,1050,Malad West,Mumbai
23000000,1145,Ulwe,Mumbai
13000000,890,Borivali East,Mumbai
9500000,1050,Malad West,Mumbai
9500000,500,Borivali West,Mumbai
2000000,1800,Kharghar,Mumbai
2200000,1850,Belapur,Mumbai
24000000,1850,Belapur,Mumbai
9500000,1050,Kharghar,Mumbai
3000000,450,Borivali West,Mumbai
23000000,450,Borivali West,Mumbai
2520000,820,Boisar,Mumbai
2576000,820,Boisar,Mumbai
2836000,828,Kandivali West,Mumbai
240000000,750,Malad West,Mumbai
2520000,330,Kalwa,Mumbai
18500000,950,Andheri West,Mumbai
2576000,630,Ambernath West,Mumbai
2520000,644,Ambernath West,Mumbai
2520000,709,Ambernath West,Mumbai
2576000,3000,Bandra West,Mumbai
2576000,630,Ambernath West,Mumbai
2520000,980,Goregaon West,Mumbai
3064000,644,Ambernath West,Mumbai
3188000,630,Ambernath West,Mumbai
19000000,630,Ambernath West,Mumbai
19000000,644,Ambernath West,Mumbai
25000000,644,Ambernath West,Mumbai
30000000,630,Ambernath West,Mumbai
4800000,766,Ambernath West,Mumbai
8500000,797,Ambernath West,Mumbai
8000000,980,Goregaon West,Mumbai
4400000,980,Goregaon West,Mumbai
4500000,1600,Vashi,Mumbai
23500000,1212,Vashi,Mumbai
47500000,250,Andheri East,Mumbai
5250000,1300,Panvel,Mumbai
3900000,1200,Panvel,Mumbai
19500000,550,Panvel,Mumbai
4100000,650,Panvel,Mumbai
9400000,1100,Andheri West,Mumbai
18000000,1650,Prabhadevi,Mumbai
18000000,679,Ulwe,Mumbai
19000000,724,Taloja,Mumbai
19000000,1278,Chembur,Mumbai
26800000,645,Karanjade,Mumbai
19100000,650,Malad West,Mumbai
19500000,1278,Chembur,Mumbai
10500000,1278,Chembur,Mumbai
13500000,721,Kandivali West,Mumbai
13799999,721,Kandivali West,Mumbai
11500000,1787,Chembur,Mumbai
16500000,1278,Chembur,Mumbai
3500000,1435,Goregaon West,Mumbai
9800000,1140,Ulwe,Mumbai
14800000,1635,Ulwe,Mumbai
13500000,1635,Ulwe,Mumbai
3500000,1260,Ulwe,Mumbai
9300000,1240,Ghansoli,Mumbai
3800000,450,Badlapur East,Mumbai
30000000,660,Kandivali East,Mumbai
8600000,1660,Ulwe,Mumbai
8200000,1385,Ulwe,Mumbai
9000000,650,Sector-8 Ulwe,Mumbai
5400000,960,Mira Road East,Mumbai
10000000,890,Virar,Mumbai
4000000,2000,Vashi,Mumbai
8400000,1150,Kamothe,Mumbai
7300000,1109,Kamothe,Mumbai
4350000,1125,Panvel,Mumbai
5800000,675,Mira Road East,Mumbai
26000000,475,Andheri East,Mumbai
14600000,680,Karanjade,Mumbai
30000000,660,Airoli,Mumbai
8700000,600,Airoli,Mumbai
8700000,660,Thane West,Mumbai
10600000,660,Ghansoli,Mumbai
8700000,1250,Goregaon West,Mumbai
28500000,850,Thane West,Mumbai
37700000,1815,Malad West,Mumbai
11500000,1158,Ulwe,Mumbai
29000000,1158,Ulwe,Mumbai
12500000,644,Mulund West,Mumbai
9000000,595,Borivali East,Mumbai
8800000,1289,Goregaon West,Mumbai
8300000,1556,Goregaon West,Mumbai
9800000,1550,Ulwe,Mumbai
8300000,1475,Kandivali East,Mumbai
8500000,1570,Ulwe,Mumbai
9000000,1155,Ulwe,Mumbai
6500000,1157,Ulwe,Mumbai
18500000,1157,Ulwe,Mumbai
22500000,1165,Ulwe,Mumbai
22500000,1140,Ulwe,Mumbai
5800000,1155,Ulwe,Mumbai
7700000,1225,Ghansoli,Mumbai
8000000,650,Kharghar,Mumbai
9500000,1150,Powai,Mumbai
10000000,768,Andheri West,Mumbai
3600000,768,Andheri West,Mumbai
79000000,650,Ulwe,Mumbai
4400000,1162,Kharghar,Mumbai
22000000,879,Ulwe,Mumbai
9200000,1200,Ulwe,Mumbai
2200000,650,Goregaon West,Mumbai
11000000,500,Dombivali East,Mumbai
11000000,3300,Goregaon East,Mumbai
8200000,550,Mira Road East,Mumbai
2650000,1200,Andheri West,Mumbai
30000000,1165,Ulwe,Mumbai
9100000,820,Boisar,Mumbai
9100000,550,Mulund East,Mumbai
33000000,1250,Sector 17 Ulwe,Mumbai
33500000,1100,Ulwe,Mumbai
19200000,380,Dombivli (West),Mumbai
13000000,2000,Vashi,Mumbai
10500000,600,Mulund West,Mumbai
6500000,600,Mulund West,Mumbai
7500000,1700,Mulund East,Mumbai
17000000,1650,Mulund East,Mumbai
12300000,1150,Borivali West,Mumbai
12000000,800,Kandivali West,Mumbai
17500000,575,Kandivali West,Mumbai
11500000,380,Borivali West,Mumbai
10000000,435,Borivali West,Mumbai
18000000,1100,Kandivali West,Mumbai
17000000,525,Kandivali West,Mumbai
16000000,750,Kandivali West,Mumbai
9400000,650,Borivali West,Mumbai
9600000,585,Borivali West,Mumbai
9500000,610,Kandivali West,Mumbai
8000000,2250,Kamothe,Mumbai
7700000,2250,Kamothe,Mumbai
7500000,2200,Kamothe,Mumbai
8000000,1800,Kamothe,Mumbai
7500000,1500,Kamothe,Mumbai
15000000,1400,Kamothe,Mumbai
8400000,930,Kamothe,Mumbai
8700000,1100,Kamothe,Mumbai
8400000,950,Kamothe,Mumbai
8500000,1150,Kamothe,Mumbai
5500000,1110,Kamothe,Mumbai
8000000,1500,Koper Khairane,Mumbai
16500000,1010,Panvel,Mumbai
2650000,1200,Panvel,Mumbai
5800000,1050,Panvel,Mumbai
19800000,1110,Panvel,Mumbai
10500000,580,Kharghar,Mumbai
39000000,1050,Kamothe,Mumbai
5900000,1100,Jogeshwari West,Mumbai
26500000,610,Vasai,Mumbai
13000000,550,Thane West,Mumbai
27000000,1200,Andheri East,Mumbai
39500000,590,Malad West,Mumbai
39000000,1600,Malad West,Mumbai
38500000,350,Kandivali West,Mumbai
38500000,1250,Malad East,Mumbai
9300000,1220,Kharghar,Mumbai
25000000,1250,Malad East,Mumbai
4250000,940,Ville Parle West,Mumbai
10800000,940,Ville Parle West,Mumbai
10800000,985,Ville Parle West,Mumbai
2600000,985,Ville Parle West,Mumbai
2465000,960,Mira Road East,Mumbai
7200000,1250,Borivali West,Mumbai
7000000,635,Kalyan West,Mumbai
2485000,1180,Mira Road East,Mumbai
14500000,1180,Mira Road East,Mumbai
14500000,530,Naigaon East,Mumbai
4100000,700,Shirgaon,Mumbai
2750000,995,Mira Road East,Mumbai
2750000,1020,Mira Road East,Mumbai
30000000,3340,JP Nagar Phase 1,Bangalore
7888000,1045,Dasarahalli on Tumkur Road,Bangalore
4866000,1179,Kannur on Thanisandra Main Road,Bangalore
8358000,1675,Doddanekundi,Bangalore
6845000,1670,Kengeri,Bangalore
6797000,1220,Horamavu,Bangalore
20000000,2502,Thanisandra,Bangalore
7105000,1438,Ramamurthy Nagar,Bangalore
8405000,1405,Whitefield Hope Farm Junction,Bangalore
3506000,660,Electronic City Phase 1,Bangalore
7700000,1362,Yelahanka,Bangalore
9369000,1735,Anjanapura,Bangalore
8716000,1575,Jalahalli,Bangalore
5394000,1120,Kasavanahalli,Bangalore
6367000,1415,Whitefield Hope Farm Junction,Bangalore
5080000,1270,Bommasandra,Bangalore
7209999,1311,Bellandur,Bangalore
5700000,1210,RR Nagar,Bangalore
30000000,3340,JP Nagar Phase 1,Bangalore
7888000,1045,Dasarahalli on Tumkur Road,Bangalore
4866000,1179,Kannur on Thanisandra Main Road,Bangalore
8358000,1675,Doddanekundi,Bangalore
6845000,1670,Kengeri,Bangalore
6797000,1220,Horamavu,Bangalore
20000000,2502,Thanisandra,Bangalore
7105000,1438,Ramamurthy Nagar,Bangalore
8405000,1405,Whitefield Hope Farm Junction,Bangalore
3506000,660,Electronic City Phase 1,Bangalore
7700000,1362,Yelahanka,Bangalore
9369000,1735,Anjanapura,Bangalore
8716000,1575,Jalahalli,Bangalore
5394000,1120,Kasavanahalli,Bangalore
6367000,1415,Whitefield Hope Farm Junction,Bangalore
5080000,1270,Bommasandra,Bangalore
7209999,1311,Bellandur,Bangalore
5700000,1210,RR Nagar,Bangalore
12400000,1705,Whitefield Hope Farm Junction,Bangalore
4900000,1187,Begur,Bangalore
30000000,3340,JP Nagar Phase 1,Bangalore
7888000,1045,Dasarahalli on Tumkur Road,Bangalore
4866000,1179,Kannur on Thanisandra Main Road,Bangalore
8358000,1675,Doddanekundi,Bangalore
6845000,1670,Kengeri,Bangalore
6797000,1220,Horamavu,Bangalore
20000000,2502,Thanisandra,Bangalore
7105000,1438,Ramamurthy Nagar,Bangalore
8405000,1405,Whitefield Hope Farm Junction,Bangalore
3506000,660,Electronic City Phase 1,Bangalore
7700000,1362,Yelahanka,Bangalore
9369000,1735,Anjanapura,Bangalore
8716000,1575,Jalahalli,Bangalore
5394000,1120,Kasavanahalli,Bangalore
6367000,1415,Whitefield Hope Farm Junction,Bangalore
5080000,1270,Bommasandra,Bangalore
7209999,1311,Bellandur,Bangalore
5700000,1210,RR Nagar,Bangalore
12400000,1705,Whitefield Hope Farm Junction,Bangalore
4900000,1187,Begur,Bangalore
5080000,1270,Bommasandra,Bangalore
9630000,2293,Kannur on Thanisandra Main Road,Bangalore
9458000,1726,Hosa Road,Bangalore
23700000,2470,Sahakar Nagar,Bangalore
7363000,1570,Kadugodi,Bangalore
5489000,1120,Jakkur,Bangalore
